Gene_Symbol,mock_1,mock_2,hcmv_72h_1,hcmv_72h_2
TIGD1,3.211882659,2.962806126,4.01187955,3.683114383
TIGD2,7.728229764,7.195905326,3.935351915,3.768826568
TIGD3,0.120257508,0.068138091,0.486487983,0.727768324
TIGD4,0.076022883,0.047739454,0.142544874,0.13780942
ARHGEF7,7.588308736,7.81634725,4.478289129,4.534298295
GSTA1,0,0,0.013327695,0
PHLDB2,18.78093036,18.86587076,4.3137869,4.072302834
KIFC2,4.753834219,5.326327267,8.679086886,8.796314202
TTC21A,0.722336404,1.029938649,1.159387306,1.076392514
ZNF396,0.479841093,0.412051384,0.178594321,0.235492879
OSBPL7,1.880346888,1.919290355,0.516329704,0.544583426
6-Sep,8.651819361,7.718400748,4.116282435,4.473523857
ABTB2,2.001778699,1.964391957,5.249817924,5.5538405
ISL2,5.726886739,6.237109463,4.521524297,4.484094731
ZNF511,11.98970785,11.65057712,8.156734435,7.7175317
NTN5,0.087649329,0.125078887,0.255897551,0.354601553
MTPN,57.82669574,58.16210735,25.51928632,26.20184275
CACNG5,0,0,0.271807257,0.098103639
CRYZL1,7.880875385,7.632445322,2.678843309,2.815631815
ANKS4B,0.037549832,0.046097552,0.017322334,0.093782488
LTC4S,0.327195841,0.459060142,0.150940641,0.204296784
PIDD,7.420969554,7.621745159,3.773729301,3.552367672
RBFOX1,0.118180303,0.119750616,0.048460846,0.043727543
KLK12,0.089369216,0.023509914,0.03092058,0
ZNF23,6.723201546,6.346854777,2.519825291,2.490614649
NFAM1,0.071396499,0.106430883,0.058387148,0.024315838
SLC5A8,0.011069163,0.020696957,0.009848021,0.01382288
ZSCAN21,3.495601183,3.101681489,1.789675964,1.849835195
MRPL4,12.47494257,12.40247692,12.27058257,11.78061881
EVC2,4.350771079,4.165066147,2.891716931,2.894235322
ZNRF2,3.378018618,3.205182619,5.121162944,4.522506882
ALS2CL,1.487930487,1.063687265,1.595724002,1.913509197
GSTM4,6.09976927,5.956854624,4.986784872,4.924577449
SGMS1,17.02362124,16.20506457,5.117030523,5.004527251
SIGMAR1,29.01949389,28.32604647,37.95531836,37.88555835
ACOT11,0.651768767,0.890376079,0.9969627,0.975742105
HS6ST2,0.004089641,0.027971881,0.135836395,0.13108061
PPP3R2,0,0.005381098,0.014862328,0
KCNIP4,0.023226865,0.005431267,0,0
FBXO22,11.25565753,10.84910267,5.32734417,5.367934176
FAM110B,2.643890464,2.895971391,0.800947785,0.847502695
CERS5,17.99007382,19.01887879,12.61706064,12.78735242
MMP21,0.038007598,0.049992345,0.026300263,0.047462889
DMBX1,0,0.019906799,0.418907384,0.476426853
GLIS1,4.276055173,4.328946508,1.081495592,1.129097637
ANKRD18A,0.098928551,0.151028238,0.667726254,0.625797813
TMIE,0.161246365,0.061699311,0.581559449,0.683404395
WFDC11,1.685590608,1.345818313,2.55104001,3.39741676
WFDC9,0,0,0.190966252,0.137851244
MRGPRX1,0,0,0.014100477,0
FAM219A,6.839807732,7.00556612,13.10290972,13.23544066
NCOA1,6.832481651,6.617628602,6.401872289,6.281926081
TRAF3IP2,5.240233497,4.968513911,0.996219537,0.929284833
CTSC,30.1206031,29.58303395,4.908682978,5.168634776
RPP25L,9.032560618,8.332510281,14.12622872,14.3650821
CCL28,0.278594294,0.140713747,0.894499028,0.723634564
SMC1B,0.025663173,0.02250361,0.290051328,0.299109967
SVIP,3.260239194,3.471952161,12.64809768,12.11579944
BOD1L1,9.104243765,9.215274176,8.681460696,8.224386725
NPB,0.294759084,0.062032641,0.73427607,0.441704878
SDR9C7,0,0.04337013,0.028520512,0.051469671
TNFRSF19,10.69929106,10.06698477,1.210280504,1.142627849
HUS1B,0.053177297,0.037304229,0.245315321,0.04427094
OTOS,0,0,0,0.040125428
OXER1,0.10315732,0.162822487,0.209387689,0.05152806
GPRC6A,0.012717927,0,0.003520189,0.015881813
GJD3,2.200758417,2.363127383,0.589630946,0.50581275
TAS1R3,0.127924751,0.209393494,0.160648462,0.112416011
IPMK,2.273452995,2.499395531,2.771925534,2.932839725
TAS1R2,0.014428112,0,0,0.009008724
GAS2L1,7.516364944,8.088997704,4.690574709,4.85349704
CDC42EP1,29.46706021,31.54695478,14.78495698,15.59586193
TICRR,0.79220537,0.849388606,3.392899598,3.095560377
RPUSD2,3.866761546,4.25615089,4.133303042,4.149479864
C12orf23,47.53494119,47.64764907,14.96414722,14.38565091
ZNF439,4.241961067,3.8093571,3.258366418,3.65547416
TPM3,12.96300545,12.78905652,21.27168926,21.76798028
SLC39A13,46.00991668,45.79030416,9.796255806,10.14156299
C19orf40,1.757934891,1.984335869,4.976365723,4.789664493
RNF185,19.42663338,18.78753413,19.70763394,19.07666802
PARS2,1.899459165,1.866118275,1.867131307,2.017908803
C12orf65,5.413712815,6.073644445,6.723727595,7.650866257
SLFN11,9.714818766,9.835869364,6.877642487,7.005471172
LONRF1,4.003698497,3.438692203,4.485163539,4.765252884
CHMP7,13.0933109,12.8908648,7.949381839,7.825635235
TTC30A,1.830738635,1.762463043,1.084885861,1.216052285
UBTD2,18.9114097,18.38906631,8.14769072,8.302673495
TCEAL7,8.140977042,7.936065201,2.210821457,2.934781966
ZNF585B,1.876459695,2.038418801,1.731887317,1.743348469
SYT11,12.68242271,12.58552285,3.060364387,2.825970086
GORAB,6.611401757,5.823359173,3.566389013,3.956618897
ACPL2,3.199765379,3.284765806,1.888426701,1.961003646
ZFP62,3.170254648,3.124554334,2.194187045,2.24547373
CHMP4C,0.009857255,0,1.391476369,1.649470456
ARRDC1,5.309177386,5.706391544,5.764695132,4.903186735
PNPLA7,1.367233149,1.585654471,0.673878232,0.676865343
ZNF276,2.895659536,2.687492167,1.933290137,2.051871662
ORAI3,8.999115192,9.725969584,1.035302412,0.934181592
ZNF561,7.41034762,7.540651,4.804482313,4.735780808
C1orf158,0,0.07512098,0,0
MUC7,0,0.02350029,0.010302641,0
TRMT10A,1.193181705,1.164506661,1.219839352,0.917245253
TADA2B,6.730970203,6.487066997,10.01064094,10.13510973
TARS,63.09797981,63.13808499,69.33134823,68.18448524
ATP1A3,0.205612967,0.266901027,5.141862331,5.728785238
NCAPH2,6.774453764,6.728010137,10.64461682,11.11220459
RAB42,0.712016016,0.777498675,0.790173561,0.712995147
POGLUT1,7.064570757,8.078530817,7.453890759,6.722633813
TRMT61A,2.371763223,2.668915607,5.671341617,5.886218351
RMI2,2.743235523,3.153874607,4.464396229,3.584276744
PIK3AP1,0.085684973,0.141873931,1.203273946,1.366152821
ELOVL3,0.08323403,0.058389229,1.497490049,1.004757867
CLRN3,0,0.033485686,0.066061291,0.013246423
GYLTL1B,0.037169416,0.010598061,4.619691184,3.997781507
SLC36A4,6.411434586,6.303975884,3.15510335,3.35367191
NXPE1,0.038531007,0,0.013331225,0.024058255
ARL14EP,13.46016526,13.62299873,6.384767816,6.800466672
DEPDC4,0.441270186,0.44774773,0.305347424,0.039360472
C12orf45,4.619756286,4.245845035,4.693962747,5.403901745
C12orf54,0.081829631,0.129159075,0,0
ZNF641,3.651741871,3.775168297,3.704471993,3.600157327
ERP27,0.860392044,0.675902362,0.032772594,0
TEX29,1.197051702,1.565514865,0.141999165,0.128129718
TEX26,0,0,0.050439583,0
ANKRD9,7.612651007,8.477902319,8.745808034,9.239435128
AK7,0.071644322,0.12371439,0.236439367,0.151406616
ADSSL1,0.907086512,1.395752088,0.490001629,0.608214613
FRMD6,80.42132481,79.17349708,5.819141661,6.069438634
ACOT4,1.047514545,0.899004497,3.989260034,3.089362946
TC2N,0.174308179,0.12938166,1.786728704,1.73866218
TARSL2,8.370048399,9.377783827,5.919204005,5.936297667
C15orf27,0.083390159,0.183473365,0.146882421,0.284005742
AGBL1,0.01041319,0.021914766,0.032425446,0.035760223
ZG16,0.020129093,0,0,0.025136682
SPATA2L,2.296849991,2.519973259,2.647140053,3.074738898
PAQR4,1.906639185,2.111333464,2.203409094,2.294721379
CDYL2,2.978214136,2.97973165,4.166738357,3.736051408
SPATA32,0,0.028318094,0.005600657,0.017687689
LSM12,19.28486229,18.00969799,18.90741175,19.27691486
ANKRD13B,2.653770009,2.338965606,2.609743712,2.505152022
SLC43A2,2.866470708,2.704554799,8.948916545,9.164615755
WDR81,5.415216288,5.445291815,6.890118336,7.810061268
KRT222,0.017470351,0.004412005,0,0.026179818
SLC5A10,0.048157758,0.008942556,0.066647817,0.042450453
FAM210A,2.854432995,2.675654842,4.997496213,4.845083078
CLDND2,0.224065324,0.098239577,0.258412238,0.32644137
ZNF285,1.002868765,0.820240622,0.977342832,0.824167227
ZNF441,2.403970777,2.556310862,1.800228154,1.617005982
ZNF491,1.016284789,1.148567406,0.858541659,0.803119937
ZNF440,3.215301051,3.391602017,3.611965303,3.639564898
IZUMO2,0,0,0.123682319,0.167402893
CPT1C,10.41568533,10.0403764,9.127843982,9.557372774
ZNF573,1.07474149,1.176452104,0.756989144,0.833908539
EID2B,1.599253739,1.333951236,0.890711651,0.787476772
TNFAIP8L1,2.096442133,2.236084114,0.795677706,1.118592241
ANKLE1,0.487915744,0.388529692,1.471359391,1.552647092
C1orf172,0,0.012383018,0.474630043,0.37788673
MAB21L3,1.577038694,1.873659918,1.835671226,1.526257469
SLC44A3,1.143813554,1.165293263,1.176440551,1.11022862
MYOM3,0.013796758,0.003299495,0.01597741,0.02479936
ZNF684,1.505607521,1.427182774,2.307790725,2.524740194
C1orf216,12.52113283,10.85347099,11.17780014,11.04587125
KLHDC7A,0.316476948,0.352568121,0.33180874,0.401196097
UBXN10,0,0,0.271002444,0.259816199
C1orf87,0.050817358,0.01887285,0.024821846,0.033596143
C1orf131,4.663889802,5.454398248,4.665538414,5.760837114
TBX15,4.808140545,4.626845165,2.606954338,2.558100344
XIRP2,0.015785764,0.010067108,0.013902428,0.005376231
DIS3L2,4.319022995,4.254200092,3.458210505,3.621307309
BBS5,9.215006484,9.198435018,6.341645436,6.27356468
CLHC1,1.166856711,1.098967524,0.597925122,0.35260239
SGPP2,0,0.010631705,0.33559136,0.280282486
KCTD18,6.679372658,7.10879911,2.176716173,1.832654142
TMEM237,9.972511922,10.20506826,5.38764562,5.246163449
CCDC108,0,0,0.07336934,0.009930473
TMEM178A,0.840875856,1.032290064,0.656462055,0.655167931
PQLC3,11.04843198,11.28294196,1.653529655,2.026101978
AHSA2,12.37843255,12.38132418,12.20407707,12.19595032
KLHL40,0.037591227,0.003955575,0.062429149,0.042248642
FAM194A,0.026575697,0.009321515,0.061298958,0.044249376
NUDT16,7.877803151,8.146628963,6.270736047,6.326554057
METTL6,4.257375658,3.813629726,2.900669615,3.235339463
IQCF1,0,0.026215164,0,0.031110949
OCIAD2,8.333195216,9.005679835,15.97435651,15.65863165
TMEM155,0.240813251,0.311239043,0.421662719,0.284377712
C4orf32,1.70791588,1.614646375,2.696056777,2.838179788
PDCL2,0,0,0,0.052754919
TRAM1L1,1.336856779,1.199017191,0.856776165,0.694662819
EGFLAM,0.036099413,0.055014163,0.10853314,0.083942067
JMY,5.650792913,5.661042457,3.82130812,4.102358044
AFAP1L1,2.523762691,2.358057727,4.629121081,5.275506893
GRPEL2,4.805465849,4.554669195,10.43971172,9.80915704
POC5,2.068265844,1.982053642,1.900542904,1.599039266
C5orf24,15.67185768,15.73844178,6.487688355,6.150893794
PACRG,0.022452636,0.023626012,0.093219822,0.056076525
ZNF786,1.293877832,0.995502399,1.455632657,1.309982277
ZNF572,0.390881547,0.329093599,0.411792257,0.18168794
GOT1L1,0,0,0,0
BHLHE22,0.040280477,0.06562198,0.093992113,0.113655246
VPS37A,10.98073485,11.5952138,6.53890798,7.321013494
NDUFAF6,2.78646677,2.694465461,3.404280422,2.996239583
TMEM68,5.745626754,5.649441364,3.845468536,4.175607593
DCAF4L2,0.091133672,0.032604749,0.045404724,0.045522134
HGSNAT,24.51045027,25.00738595,6.314060678,6.276666695
C9orf41,5.697318099,5.046372089,2.410197863,2.847935672
FAM69B,0.110201794,0.053295181,1.962648697,1.848795445
PTPDC1,1.606110238,1.901049602,3.104314662,3.354160105
MUM1L1,0.021806517,0.048853044,0.613316769,0.561318333
AMER1,1.013121035,0.877181802,0.833214956,0.887673518
APOBEC3D,1.258217758,1.301035298,0.594290332,0.50660424
FGFBP3,0.191512932,0.100014327,0.123874123,0.159437545
OR51E1,0,0,0.024326049,0
PIWIL4,0.778858726,0.723846648,0.865466932,1.079109364
ARHGAP42,1.790470183,1.520253323,2.794829136,2.816570895
KBTBD3,0.676921917,0.615741943,0.334134077,0.415147174
CWF19L2,4.607207043,4.984159036,4.390628035,4.354267744
AMDHD1,0.03405737,0.071674418,0.435985966,0.297709639
ZNF664,19.01358437,19.00818065,15.40338463,15.82328418
C12orf66,0.853372897,0.765482786,0.851885759,0.768679745
FBXL14,3.796420675,3.870927873,4.447261149,5.278790607
RAD9B,0.42451563,0.487309996,0.320458593,0.32530334
RDH12,0.033894156,0,0.122853599,0.139071573
PTGR2,3.498508526,3.137869554,1.39721923,1.632845064
FAM161B,1.754633851,1.762885589,1.058444198,0.980070385
CEP128,1.615864407,1.592966758,4.664546719,4.591116046
LRFN5,0.07797057,0.01281958,0.136382698,0.073025699
C15orf43,0,0,0,0
LYSMD4,2.077931923,2.177231649,3.393162724,3.07224664
FAM81A,0.057685407,0.058860653,1.132185383,1.231161068
TMCO5A,0.047115636,0.033051934,0.043470383,0
ZSCAN29,4.219197079,4.465777382,4.068375817,4.538024258
IL34,0.63382316,0.693839793,0.056592135,0.063830783
ZNF597,1.368357121,1.641708005,1.817076736,2.209450104
ZNF785,1.614423642,1.456359888,0.901163015,0.861371486
C16orf89,0,0.040140681,0.002932978,0.011909278
C17orf77,0.093634163,0.0606323,0.149520903,0.143911239
SLC35G3,0.018438958,0.020423767,0.080584905,0.02827765
EME1,0.934863769,1.143539799,2.196202634,2.276004429
TMEM199,6.961711866,7.739353219,9.101960271,9.984059491
PROCA1,0.350023458,0.516665072,0.322942768,0.516020946
KLHL10,0.126736136,0.066679685,0.100226389,0.090437003
TMC8,0.011249182,0.036377322,0.128831584,0.095507115
RNF165,0.00758351,0.009672514,0.232166123,0.242563386
ERVV-1,0.004869246,0.00768557,0.050540867,0.018241761
C19orf18,0.616159236,0.418296604,2.36564401,1.886377517
ZNF417,2.891296164,2.730324698,2.197927423,2.114986217
ZNF560,0.408394389,0.541508147,3.545229823,3.114927792
ZNF565,2.062569155,2.282941568,1.730568488,1.740340017
ZNF583,2.748605912,3.003974611,3.4110356,3.733587231
TTC9B,0,0,0,0.053881358
FAM187B,0,0.016231611,0.021348051,0
C19orf25,4.786380811,4.019038996,5.583276718,6.721729273
ZNF569,1.957318966,1.856436019,2.334641892,2.660226646
C1orf74,1.514582073,1.569215192,1.225413677,1.522795566
SAMD11,0.879424231,0.90665052,2.010394597,2.047210319
TMEM56,0.071110989,0.137495075,1.457755723,1.465225321
UBE2U,0,0.101076072,0.02215612,0.039984142
B3GALNT2,12.5153776,13.28067491,7.373750756,7.055331485
PM20D1,0.299917031,0.306824296,0.322831816,0.499371342
CCDC27,0.022308047,0,0.023154878,0.013928852
ZNF362,8.336029217,9.132201123,2.714659662,2.456823397
DCST1,0.04750536,0.011663865,0.021914978,0.079097928
CNIH3,0.72071827,0.642743064,0.498718188,0.497880105
WDR65,0.119767109,0.138628756,0.099450847,0.157040119
CCDC24,1.394184241,1.571833236,1.826113148,1.989737875
PYHIN1,0.396809853,0.448025042,0.144305888,0.141062065
C20orf196,1.582473479,1.159822403,2.702164194,3.224764299
LCA5L,0.400044436,0.470871215,0.298114152,0.307424602
HORMAD2,0,0.016831196,0,0.007989795
DUSP18,1.126933794,1.139018414,0.820851267,1.111014715
ENTHD1,0.020132807,0.003530825,0.055725503,0.03352176
MEI1,0.189160379,0.192676438,0.358126076,0.359052136
CKAP2L,3.906264821,4.177646277,4.844696529,4.593546292
COMMD1,22.14025192,19.70071406,18.03862392,18.92051827
TTC30B,1.8571829,1.751577479,0.887686109,0.755887798
KANSL1L,1.618644177,1.754526164,1.298012791,1.309765185
ZNF385B,0.016603745,0.023295277,0.001531914,0.041468641
ARL6IP6,5.44869712,5.647670236,5.272560639,5.095105883
CCNYL1,8.350245326,8.199110737,6.404117705,6.471712166
SLC16A14,0.521035942,0.600481039,0.25562325,0.361475551
WDSUB1,6.99485981,6.894252015,5.752994736,5.790055223
GPR155,1.810312043,1.896303363,1.070592641,1.144905178
XXYLT1,12.8529585,12.96669512,4.208767051,3.989656156
C3orf22,0,0,0.026577985,0.095928162
FGD5,0.015420244,0.030288732,0.638801596,0.554584181
IGSF11,0.12093303,0.170131164,0.317973284,0.313482256
C3orf30,0,0.010549653,0.013875056,0
SCFD2,7.282676032,7.287441141,6.399391002,6.382547348
PPM1K,2.517979702,2.54676936,2.27631772,2.210789328
C4orf45,0.111301319,0,0,0.055596065
TRMT44,2.930992089,2.568643923,3.334098978,3.287747329
RASGEF1B,0.008015265,0,1.996687243,1.841702342
SRFBP1,2.418899475,2.894852919,4.614972858,4.372426618
BTNL9,0.020537289,0.002733867,0.831896114,0.778662599
FAM81B,0,0.024487613,0.016103232,0.009686924
CCDC112,1.550132845,1.287348116,2.237715793,1.965546162
SH3RF2,0.268944659,0.188666477,0.099254756,0.169169404
SNRNP48,4.061231585,4.388731285,3.661106313,3.798771326
RNF217,5.953472609,6.88677058,2.807567849,2.29146785
C6orf195,0.070286514,0,0.036477322,0.021942988
C7orf60,6.897265368,6.369313896,3.537245305,3.636140127
ZNF746,6.551654642,7.28348818,4.715027668,4.602737785
IQCE,4.79707879,4.613513898,1.862693859,2.166902116
WBSCR27,0.371554919,0.658479816,0.649531664,0.781453504
CDCA2,3.123994647,3.158645367,4.391104685,4.389570856
ATP6V0D2,0,0,0.063719878,0.095826972
NKX6-3,0,0.069463048,0,0
C9orf66,0.006527866,0.02518638,0.072273803,0.084235555
LINGO2,0.033720585,0.023655216,0.046667525,0.00701823
C9orf163,0.042409566,0.044625891,0.156513654,0.105919903
AK8,0.302247029,0.263520902,0.167317629,0.064703682
RASEF,0.146771628,0.116526018,2.277248578,2.005895377
TTC39B,2.805236939,2.610489568,2.238304836,2.295939032
ZNF645,0.031349512,0.024740879,0,0
FMR1NB,0,0.018743457,0,0.044487742
MOSPD2,15.25093055,15.73187589,6.462931138,6.70218444
CT45A2,0,0,0,0
USP54,2.27486518,2.148387672,2.348268276,1.919913529
C11orf65,0.158450842,0.185257209,0.194922377,0
TMTC2,5.096915403,4.857385088,2.250790872,2.007497889
C12orf50,0.007111099,0.018706813,0.265717499,0.079921381
CCDC63,0.009350455,0.00983911,0.025881082,0.011676603
SYNE3,4.307409753,4.052091893,1.944380473,2.461802237
SPRED1,10.05018072,10.12241663,2.896638496,2.768283724
PGBD4,1.843770209,1.488805677,1.378993831,1.214910727
EXD1,0.02541418,0,0.10723139,0.030962498
FSIP1,0.967626418,0.793692899,0.232635319,0.145324516
10-Mar,0.473091024,0.475186831,0.03246611,0.065913877
MFSD6L,0,0.005695556,0.022472636,0.060833016
ZNF579,5.251307115,4.740132104,3.420926682,3.456931511
ZNF709,0.975654513,0.878269231,1.249328852,1.162957024
ZNF567,2.500195703,2.783850121,3.28495833,3.423089176
ZNF383,4.098976831,3.356590825,2.660372282,3.491883574
ZNF781,0.908468862,1.039418541,0.365489912,0.469715303
ZNF540,0.857273458,0.742870697,0.941066599,1.002870912
C1orf177,0,0.014975907,0.0281379,0
SDE2,2.969107742,3.064604319,7.106936001,7.126572344
CNST,12.37928448,12.08272083,6.175701878,6.058579302
C1orf65,0.014447597,0,0.011996831,0.047630299
LRRN4,0.088625229,0.071237823,0.085175472,0.064559166
CCDC116,0.038718506,0.055874656,0.034447106,0.088067261
WBP2NL,0.091613737,0.041314917,0.032602788,0.058836768
C2orf57,0.02561498,0.01347681,0.017724896,0.015993657
PARP15,0.055787225,0.104360298,0.257355337,0.127720305
TRIM42,0,0,0,0
RNF168,4.669173636,4.487041218,5.406889233,5.720246232
BBS12,2.135976611,2.282998136,0.946566258,1.064140214
TRIM60,0.029619928,0.07272502,0.08198486,0.049318116
SGMS2,10.2752156,9.752781323,3.097704262,2.860739584
MIER3,5.226486804,5.670106581,7.307387324,7.073987272
CDC20B,0.036715953,0.016097804,0.084688264,0.061133223
DCP2,2.745769412,2.87506417,4.679455906,4.517849911
ZNF366,0.006565572,0.013817379,0.036345635,0.016397828
SNX31,0.000987733,0.019487851,0.061513691,0.033508864
GLIS3,7.250372615,7.135970016,1.41591764,1.408790187
FAM46D,0.01200438,0.012631729,0.016613434,0
FAM47B,0,0.003607365,0.009488917,0
CXorf22,0.020134664,0.010593451,0.013932661,0
FANCB,1.910846127,1.582050787,1.633203534,1.846038413
TCEANC,1.134920477,0.991929953,0.424853512,0.441441286
OIT3,0.038514688,0.016210987,0.079953469,0.038476904
METTL15,4.564505061,4.648482045,1.645279197,1.608009582
METTL7B,0.326271866,0.178019253,0.033447644,0.105632523
CCER1,0.01227997,0.053302101,0.016994836,0.015334904
DCP1B,6.815641604,6.741883524,3.477028068,3.560805703
ARID2,3.761492886,3.741064289,2.425961636,2.469344267
KNDC1,0.27943637,0.149751173,0.116025853,0.062033569
FAM24B,2.544244345,2.33016133,2.119181189,1.765103042
FAM227B,0.547240788,0.428680597,0.252450872,0.296131296
MLKL,2.728721049,2.573500587,2.018770848,1.975656967
ZNF48,2.688630314,2.618899274,3.931098377,4.332925898
UBE2E2,16.07863912,15.72284245,10.62547075,10.02638702
DAND5,0.063002202,0.027622791,0.08719175,0.026225165
ZNF585A,1.870412147,1.876028168,2.195458615,2.56579718
GGN,0.354614063,0.219149358,0.093479487,0.158154544
THAP8,3.567570143,3.498850542,1.641179663,1.468436773
FAM76A,2.562851068,2.858304058,1.766927995,1.882998581
RALGPS2,18.5776696,18.98287073,5.065801339,5.174508656
TCTEX1D1,0.321318648,0.329658002,0.06670323,0.180564428
PLD5,0.006419892,0.025091468,0.182772904,0.096203902
NANP,3.824985988,3.596701166,2.550724008,2.546691969
TEX37,0,0,0.126479156,0.11412559
SLC51A,0.024998812,0,0.034597047,0.031217859
MUC20,0.111574451,0.138002763,0.073549446,0.120998184
FBXO15,0.241760592,0.120358929,0.309400267,0.311643121
ZSCAN4,0.051823004,0,0.763149096,0.748269565
DENND6A,3.916490785,3.81673201,2.247842512,2.033165277
SLC10A4,0.068693619,0.042165404,3.767084313,3.431311421
TMEM154,0.916117833,0.910438948,0.518100467,0.642630695
CCDC111,5.327878549,5.292226668,2.303077958,2.493756036
DNAJC18,4.970847356,5.0974672,2.020158689,1.937838506
GAPT,0.115444648,0.025907585,0.075720072,0.051243214
KHDRBS2,0.007907233,0,0.109431965,0.098743446
C1GALT1C1,27.27040145,29.03393655,9.213780632,9.566289895
ZCCHC5,0.30219485,0.187901741,0,0.040024408
ZNF449,3.849370098,3.8330716,1.262911559,1.312451786
AMER3,0.002908931,0.014284441,0.016103232,0.027365559
SENP5,7.164213717,6.795567937,7.857690507,7.718738675
ABCA13,0.060325781,0.066448159,0.05077616,0.044054532
SAMD9L,8.481827297,8.321437127,4.107265624,3.767866044
AMER2,0.034249784,0.003709967,0.110599789,0.085540461
POLR1D,13.51312418,13.15146637,13.88441491,13.98454651
C7orf62,0,0,0,0.044575059
SLC25A16,6.334822429,6.75960608,5.423849668,5.339004463
TBATA,0.101483647,0.048356462,0.03179956,0.02869361
STT3A,79.18723658,78.90371528,49.44974003,50.06465304
TBCEL,8.689320761,8.871101286,4.985143428,4.524536268
PATL1,12.32566501,12.45973011,12.92925277,12.61293791
MS4A15,0.021754349,0,0.03010688,0.027166259
VWCE,0.795493861,0.871342821,0.398609647,0.462441023
SPERT,0,0.003954757,0.031208124,0.014079971
DOK6,0.06133083,0.089633307,0.400815894,0.408981676
HEPACAM,0.051302216,0.1061671,0,0.019219458
CCDC89,0.184762634,0.362563923,0.103662899,0.018707572
SLC39A12,0.02022985,0.007095688,0.027997054,0.033683341
MICU2,16.41783702,17.26593351,15.664113,15.12695437
CPNE2,12.17318141,11.38561583,10.51666899,10.44218555
NT5DC1,7.149108875,7.186339673,4.834381762,5.126382083
C6orf170,1.21787615,1.267849509,0.581988133,0.654954576
BEND6,4.934253962,4.562018271,0.450119063,0.490331843
RSPH9,1.402409239,1.989300379,0.784907026,0.519378206
C6orf89,24.57121944,25.02398869,9.570393498,9.977900113
ZBTB9,2.03937189,1.987121028,4.52138488,4.713654898
ZSCAN26,6.728582985,6.475753222,3.298818939,3.27077315
RNF182,1.294858608,1.251787518,1.312670569,1.716799314
HOXA9,8.408113935,8.839547902,6.079228506,5.719151239
HIBADH,31.4488617,32.63263078,9.662108589,8.707017133
GPC2,0.399837826,0.243118381,0.931093721,1.134652665
BRAT1,7.656132915,7.966263079,10.55614706,11.17082338
SDK1,0.178687468,0.15094649,1.140319813,1.085012786
NXPH1,0.012452335,0,0.01723338,0.015550149
KIAA1324L,0.184805153,0.285450386,0.680464146,0.620117839
CDHR3,0.263006729,0.191370696,0.070667796,0.076867975
BEND7,1.292528443,1.284071772,2.195654171,1.865681447
SCUBE3,8.030801054,7.88648056,0.575721247,0.586090128
SEMA3D,13.43025006,12.91094728,0.559050803,0.464526532
CNPY4,15.50884868,16.5985054,4.323569663,3.498762303
RICTOR,4.568598067,4.637555901,4.271018746,4.376386569
LRRC43,0.418083575,0.469928043,0.3462868,0.352016428
SNX32,0.785776431,0.643514366,0.319845137,0.546129438
CXorf58,0.029390167,0.024740879,0,0
AKNAD1,0.217709207,0.258659707,0.016434445,0.076617778
C8orf46,0.259284212,0.216973579,0.094430469,0.183523171
TMEM256,13.46037888,15.35739893,12.34920388,10.48199652
C19orf26,2.036893719,1.993652082,2.971109151,2.861018162
C4orf22,0.467366052,0.406261814,0.449954896,0.203003285
TCP11L2,5.583903868,6.436543714,1.316341221,1.494952615
TCTEX1D2,8.088901211,7.835206719,3.558553445,3.077188965
TMEM196,0.010812506,0,0.022445914,0
CCDC110,0.081638902,0,0.052146447,0.109790709
MFSD8,3.155151176,3.802150471,3.267308617,3.088095346
GLIPR1L1,0,0,0,0.063020444
MAP7D2,0.120401427,0.108798137,2.768753689,2.695097915
C17orf66,0.004618242,0.006479455,0.01278281,0.023068555
SUN3,0.013451653,0.014154637,0.074465538,0.033596143
D2HGDH,7.876655748,6.77493707,3.912637081,3.905189992
CATSPERD,0,0.030460915,0,0
GCSAM,0.032709776,0,0.00754477,0.04765496
C9orf43,0.444661015,0.224591526,0.996927878,1.110561979
TAB3,4.300803004,4.223858897,3.764091977,3.86826393
FAM133B,12.71042895,13.0111609,6.725284845,7.276337393
ZNF555,1.057676115,1.033563409,0.912603926,0.811364025
ASPRV1,0.172887366,0.264080998,0.555717063,0.449205463
C7orf41,3.626691642,4.028856768,5.199241781,5.335950415
C9orf69,12.7689998,12.5315855,6.234096082,7.575652673
TMEM18,9.363034804,10.54360837,4.296275135,4.786701646
PDIK1L,1.046618321,0.83404999,1.799686731,1.84837839
MS4A6A,0,0.008167763,0.016113542,0.029079376
CD40,1.743763636,1.892361456,3.968141076,4.252830636
IGLL1,0.510339262,0.51260008,1.316254376,1.506341337
WTAP,41.63001414,42.40043054,25.02267742,25.4506052
SP7,0.018351802,0.012873912,0.022575941,0.020370887
NKAIN4,0,0,0.211211345,0.190581755
FAS,21.81850115,21.09579374,4.695633607,4.441601755
COL22A1,0.070690778,0.03719254,0.011898528,0.041752534
CHST13,0.037379109,0,0.174003368,0.220659867
COL24A1,0.692024797,0.674213685,0.17424936,0.188675937
PRSS33,0.010735912,0.022593943,0.029715882,0.033516813
LRWD1,6.043457039,5.554800016,22.22643866,21.53721233
UHRF2,14.39963656,14.60780461,11.80964623,12.01719458
FERD3L,0.028416618,0,0,0
IL4I1,0.182372947,0.309178284,1.864915773,2.125597067
